Environment_Type,Vertical/Industry,Company_Size,Hypervisor_Type,Storage_Type,Current_IT_Environment,Existing_Compute_Vendor,Existing_Switch_Vendor,Existing_Storage_Vendor,Current_Access_Protocol,Data_Protection_Strategy_Type,Current_Backup_Type,Current_Backup_Software,Existing_Cloud_Provider,AI_Readiness,Dell_Recommended_Server_Model,Dell_Recommended_Networking_Solution,Dell_Recommended_Storage_Product,Dell_Recommended_HCI_Solution,Dell_Recommended_Data_Protection_Solution,Cloud_UseCase_to_APEX_Mapping
Greenfield,Marketing,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,IT Services,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Automotive,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Incremental,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Energy,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Finance,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Media,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,Dell,NFS,Snapshot,Differential,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Legal,Mid,,Block,Mission Critical Environment,Lenovo,Brocade,EMC,FC/iSCSI,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Insurance,Enterprise,,Block,Mission Critical Environment,Dell,Dell,NetApp,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Construction,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Finance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Energy,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,IT Services,Enterprise,,Object,S3 Environment,,,,S3,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Education,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Biotechnology,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Telecom,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Hospitality,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,Dell,FC/iSCSI/NFS/NVMe,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Energy,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,Object,S3 Environment,,Dell,,S3,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Retail,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Logistics,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,IT Services,Enterprise,,Object,S3 Environment,,,,S3,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Brownfield,Aerospace,Enterprise,,Unified,Business Critical Modern Environment,Dell,Cisco,EMC,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Insurance,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Retail,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Energy,Mid,,File,Extreme performance NAS Environment,,Dell,,NFS,Snapshot,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Professional Services,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Hospitality,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Incremental,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Construction,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Government,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Aerospace,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Insurance,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Energy,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Retail,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,Block,Mission Critical Environment,Dell,Cisco,NetApp,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Incremental,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Telecom,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Finance,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Government,Enterprise,,Block,Mission Critical Environment,Dell,Brocade,EMC,FC/iSCSI,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Logistics,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Retail,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,IT Services,Large,,Object,S3 Environment,Dell,Dell,,S3,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Construction,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Media,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Manufacturing,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,Dell,FC/iSCSI/NFS/NVMe,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Government,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Legal,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell Data Protection Suite for Archive,
Greenfield,Biotechnology,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Finance,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Agriculture,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Retail,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Pharma,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Marketing,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Finance,Enterprise,,Block,Mission Critical Environment,HPE,Dell,EMC,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,IT Services,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Healthcare,Mid,,File,Extreme performance NAS Environment,Dell,Dell,IBM,NFS,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Finance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Insurance,Mid,,Block,Mission Critical Environment,Dell,Dell,NetApp,FC/iSCSI,Backup,Full,Commvault,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Agriculture,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Enterprise,,Object,S3 Environment,,,,S3,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Education,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Professional Services,SMB,,Cloud native,Cloud native Scalable S3 Environments,,Dell,,multiprotocol,Backup,Differential,Veeam,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Agriculture,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Retail,SMB,,Block,Entry level Environment,IBM,Dell,IBM,FC/iSCSI,Backup,Differential,Veeam,,Edge,Dell PowerEdge XR Series,Dell PowerSwitch Edge Switches,Dell PowerVault,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Manufacturing,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Legal,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Pharma,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Media,Enterprise,,Object,S3 Environment,,,,S3,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Agriculture,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Finance,Large,Hyper-V,Block,Hybrid Azure Cloud Environment,HPE,Cisco,Dell,FC/iSCSI,Backup,Full,Commvault,Azure,Not ready,,,,Dell AX System for Azure Local,,
Brownfield,Logistics,SMB,,Cloud native,Cloud native Scalable S3 Environments,,Brocade,,multiprotocol,Backup,Differential,Veeam,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Retail,Enterprise,,Object,S3 Environment,Dell,Dell,,S3,Backup,Differential,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Government,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Hospitality,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Insurance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Logistics,Mid,,File,Hybrid NAS Environment,Dell,Dell,Dell,NFS,Snapshot,Incremental,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,,Dell,,multiprotocol,Backup,Incremental,Veeam,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Education,Mid,,File,Hybrid NAS Environment,HPE,Dell,,NFS,Snapshot,Incremental,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Nonprofit,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Archive,Differential,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Education,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Telecom,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Manufacturing,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Biotechnology,Mid,,File,Extreme performance NAS Environment,HPE,Cisco,IBM,NFS,Backup,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
